student_id,first_name,last_name,age,gender,grade_level,attendance_rate,math_score,science_score,english_score,average_score,assignments_completed,behavior_incidents,previous_failures,study_hours_per_week,extracurricular,notify_parents
S0531,Isaac,Gutierrez,17,Male,11,93.0,85,47,55,62.33,67.3,3,0,17.3,No,Yes
S0532,Dylan,Lee,17,Male,11,75.7,46,97,60,67.67,83.3,4,2,6.6,No,Yes
S0533,Dylan,Thomas,16,Male,10,66.3,60,60,82,67.33,76.7,3,1,13.1,No,Yes
S0534,Logan,Martin,18,Male,12,98.1,60,85,91,78.67,78.3,3,1,0.0,No,No
S0535,Levi,Reyes,12,Male,6,95.7,70,66,62,66.0,75.7,1,1,8.9,No,No
S0536,Penelope,Phillips,17,Female,11,76.6,95,93,92,93.33,66.8,0,1,6.6,No,Yes
S0537,Matthew,Flores,16,Male,10,93.5,48,46,69,54.33,73.7,0,0,19.0,Yes,No
S0538,Eleanor,Wood,18,Female,12,91.1,71,50,80,67.0,65.2,2,1,17.9,No,Yes
S0539,Nathan,Taylor,15,Male,9,76.4,82,50,56,62.67,87.8,3,2,2.4,Yes,Yes
S0540,Henry,Thomas,15,Male,9,76.6,65,89,74,76.0,81.8,0,1,11.0,No,No
S0541,Amelia,Perez,15,Female,9,67.1,86,90,71,82.33,84.5,3,3,9.3,No,Yes
S0542,Chloe,Bailey,15,Female,9,90.1,44,40,58,47.33,82.5,1,0,3.8,No,No
S0543,Daniel,Wood,17,Male,11,74.7,51,89,55,65.0,82.9,2,0,1.6,Yes,Yes
S0544,Joseph,Reyes,13,Male,7,82.4,51,75,56,60.67,65.8,1,1,19.6,No,Yes
S0545,Violet,Cook,18,Female,12,89.0,74,83,71,76.0,79.2,4,3,0.1,No,Yes
S0546,Nora,Evans,17,Female,11,93.4,62,82,98,80.67,72.5,5,2,1.8,Yes,Yes
S0547,Chloe,Scott,17,Female,11,87.2,100,51,62,71.0,74.9,2,1,7.6,No,No
S0548,Abigail,Lee,16,Female,10,87.3,61,82,68,70.33,78.6,3,0,3.6,Yes,No
S0549,Theodore,Martin,13,Male,7,84.8,63,85,92,80.0,72.8,4,0,17.5,Yes,No
S0550,Isaac,Robinson,12,Male,6,80.3,46,99,99,81.33,93.4,0,0,5.3,Yes,No
S0551,Noah,Gutierrez,14,Male,8,78.8,54,90,94,79.33,81.4,3,1,8.3,No,Yes
S0552,Mia,Robinson,18,Female,12,86.4,74,95,58,75.67,77.2,3,4,11.3,No,Yes
S0553,Camila,Lewis,16,Female,10,93.0,79,69,94,80.67,84.0,4,3,3.1,Yes,Yes
S0554,Ryan,Ramos,15,Male,9,85.3,94,64,44,67.33,94.4,0,2,15.7,Yes,Yes
S0555,Luke,Evans,16,Male,10,82.8,56,92,63,70.33,75.3,0,0,10.0,Yes,No
S0556,Andrew,Cruz,14,Male,8,63.6,80,61,58,66.33,81.5,0,1,16.4,Yes,Yes
S0557,Isaac,Turner,14,Male,8,66.9,48,74,88,70.0,81.5,0,1,8.8,Yes,No
S0558,John,Lewis,12,Male,6,97.4,48,49,97,64.67,82.1,0,1,13.8,Yes,No
S0559,Audrey,Jackson,13,Female,7,97.7,78,73,85,78.67,75.9,0,1,1.9,Yes,No
S0560,Alexander,Watson,14,Male,8,71.1,88,73,58,73.0,96.5,1,0,12.3,Yes,No
S0561,Scarlett,Kelly,12,Female,6,91.0,85,64,66,71.67,92.0,0,0,17.8,Yes,No
S0562,Matthew,Taylor,13,Male,7,96.2,48,54,89,63.67,86.9,1,2,12.5,Yes,Yes
S0563,Audrey,Anderson,16,Female,10,91.9,85,63,62,70.0,91.1,1,0,10.9,No,No
S0564,Sofia,Reyes,15,Female,9,95.3,46,60,82,62.67,62.0,5,0,4.3,No,Yes
S0565,Zoey,Murphy,12,Female,6,95.3,50,77,79,68.67,95.2,0,1,19.3,Yes,No
S0566,Aria,Allen,15,Female,9,89.7,40,86,71,65.67,81.6,0,0,4.9,No,No
S0567,Mia,Murphy,17,Female,11,94.3,76,99,47,74.0,97.1,3,1,11.1,No,No
S0568,Olivia,Robinson,17,Female,11,81.9,40,40,61,47.0,87.9,3,0,19.7,Yes,Yes
S0569,Charlotte,Baker,17,Female,11,85.3,57,82,42,60.33,81.7,4,0,3.1,No,Yes
S0570,Camila,Hernandez,14,Female,8,77.2,86,62,58,68.67,88.9,2,3,10.3,No,Yes
S0571,Dylan,Cruz,13,Male,7,80.1,48,42,76,55.33,68.1,1,1,2.9,No,Yes
S0572,Noah,Reed,16,Male,10,67.1,52,75,96,74.33,77.5,0,0,0.3,No,No
S0573,Matthew,King,17,Male,11,85.5,69,44,71,61.33,94.1,3,1,7.9,Yes,Yes
S0574,Grayson,Harris,17,Male,11,78.0,67,54,73,64.67,98.0,2,1,7.9,No,Yes
S0575,Wyatt,Thomas,12,Male,6,83.4,78,69,43,63.33,91.4,1,0,5.5,Yes,No
S0576,Zoey,Taylor,16,Female,10,67.2,59,66,63,62.67,76.1,2,2,13.3,No,Yes
S0577,Nathan,King,15,Male,9,98.7,85,91,89,88.33,78.7,0,1,11.9,Yes,No
S0578,Jack,Diaz,13,Male,7,80.4,61,68,75,68.0,96.1,6,0,15.9,No,Yes
S0579,Ella,Rogers,16,Female,10,90.2,78,87,52,72.33,90.3,3,1,6.8,No,No
S0580,Stella,Reed,14,Female,8,74.4,99,51,47,65.67,60.3,3,0,18.3,No,Yes
S0581,Dylan,Harris,14,Male,8,66.4,87,42,50,59.67,56.1,1,1,3.2,Yes,Yes
S0582,Addison,Cruz,17,Female,11,76.4,50,41,41,44.0,95.7,1,0,12.5,No,Yes
S0583,Jaxon,Peterson,17,Male,11,91.3,49,48,48,48.33,84.2,1,1,1.2,Yes,No
S0584,Grayson,Roberts,12,Male,6,93.3,61,92,78,77.0,91.5,1,0,6.7,No,No
S0585,Penelope,Morris,14,Female,8,81.0,87,50,69,68.67,90.1,0,0,0.5,No,No
S0586,Grayson,Allen,13,Male,7,86.2,44,100,62,68.67,85.4,0,0,5.7,Yes,No
S0587,Alexander,Martin,13,Male,7,87.3,62,48,50,53.33,76.7,1,1,4.3,No,No
S0588,Samuel,Young,13,Male,7,82.9,74,50,42,55.33,79.4,4,1,0.2,No,Yes
S0589,Mia,Martin,13,Female,7,95.3,49,62,46,52.33,83.9,0,1,9.9,Yes,No
S0590,James,Torres,15,Male,9,93.9,66,76,47,63.0,82.9,1,3,1.6,No,Yes
S0591,Alexander,Wood,18,Male,12,64.0,99,60,72,77.0,87.2,2,0,19.8,No,No
S0592,Mateo,Mitchell,12,Male,6,63.3,72,60,60,64.0,81.4,6,3,18.1,No,Yes
S0593,Joseph,Hall,13,Male,7,85.9,92,45,57,64.67,79.7,3,0,1.4,Yes,Yes
S0594,David,Ramos,16,Male,10,94.3,81,72,67,73.33,72.2,2,1,2.9,Yes,No
S0595,Sofia,Ramirez,12,Female,6,81.5,87,42,46,58.33,88.6,3,1,18.9,No,Yes
S0596,Andrew,Perez,14,Male,8,86.0,45,49,67,53.67,69.0,1,0,17.8,Yes,Yes
S0597,Thomas,Scott,12,Male,6,86.6,78,79,52,69.67,64.7,4,1,0.5,Yes,Yes
S0598,Aria,Moore,14,Female,8,58.8,65,43,100,69.33,59.2,0,0,2.2,Yes,Yes
S0599,Liam,Howard,17,Male,11,67.2,67,70,48,61.67,59.7,0,0,13.5,Yes,Yes
S0600,Christian,Flores,17,Male,11,65.9,41,70,58,56.33,88.2,5,0,4.3,Yes,Yes
S0601,Caleb,Williams,13,Male,7,90.4,74,88,64,75.33,87.2,1,1,2.5,Yes,No
S0602,Violet,Reed,14,Female,8,92.1,87,70,46,67.67,68.9,2,0,7.1,Yes,Yes
S0603,Sofia,Scott,12,Female,6,81.9,98,54,73,75.0,88.3,3,0,4.9,Yes,No
S0604,Elizabeth,King,14,Female,8,80.6,51,97,74,74.0,68.9,3,1,18.8,No,Yes
S0605,Nathan,Parker,14,Male,8,90.6,60,53,65,59.33,86.2,0,0,10.4,Yes,No
S0606,Abigail,Roberts,17,Female,11,92.0,46,60,77,61.0,95.3,3,1,4.9,No,Yes
S0607,Eli,Wood,18,Male,12,91.9,93,96,70,86.33,98.2,5,0,3.3,Yes,No
S0608,Ryan,Cooper,14,Male,8,85.9,61,42,89,64.0,67.9,3,2,6.2,No,Yes
S0609,Oliver,Adams,14,Male,8,72.4,51,78,90,73.0,69.7,0,1,14.6,No,Yes
S0610,Sophia,Thomas,14,Female,8,90.4,54,75,86,71.67,69.7,0,2,14.4,Yes,Yes
S0611,Lily,Bailey,16,Female,10,85.3,73,96,50,73.0,98.5,0,0,9.0,Yes,No
S0612,Ellie,Gomez,13,Female,7,89.1,57,40,42,46.33,92.7,0,0,14.6,No,No
S0613,Isaac,Scott,18,Male,12,75.8,59,42,56,52.33,87.6,1,0,3.2,Yes,Yes
S0614,Ellie,Watson,15,Female,9,65.5,43,62,55,53.33,55.0,3,0,4.3,Yes,Yes
S0615,Aaron,Sanchez,13,Male,7,91.9,71,69,69,69.67,76.1,1,1,15.9,Yes,No
S0616,Claire,Walker,14,Female,8,71.4,73,80,86,79.67,92.3,1,1,10.2,No,No
S0617,Chloe,Gomez,14,Female,8,93.1,59,99,43,67.0,92.0,6,3,18.2,No,Yes
S0618,Joseph,Sanchez,12,Male,6,73.3,89,48,80,72.33,88.8,3,0,4.5,No,Yes
S0619,Mia,Cook,17,Female,11,76.8,87,67,80,78.0,72.3,3,2,18.9,No,Yes
S0620,Sophia,Hall,16,Female,10,72.9,72,80,43,65.0,80.7,2,1,10.3,Yes,Yes
S0621,Andrew,Lee,13,Male,7,81.5,80,62,81,74.33,88.5,4,4,4.5,Yes,Yes
S0622,Stella,Ramirez,16,Female,10,71.0,49,41,94,61.33,87.2,2,4,5.9,Yes,Yes
S0623,Hazel,Morgan,16,Female,10,78.7,96,75,66,79.0,92.8,3,2,3.5,Yes,Yes
S0624,Skylar,Wood,15,Female,9,63.7,54,95,91,80.0,87.0,2,1,19.0,No,No
S0625,Jack,Chavez,18,Male,12,84.2,81,96,47,74.67,64.6,2,0,15.7,No,No
S0626,Christopher,White,13,Male,7,89.0,83,73,61,72.33,85.1,0,1,16.7,No,No
S0627,Noah,Cook,14,Male,8,96.3,96,81,74,83.67,86.5,0,2,0.3,Yes,No
S0628,Lily,Nguyen,17,Female,11,68.7,76,47,91,71.33,77.8,2,0,18.6,No,No
S0629,Scarlett,Wright,13,Female,7,85.2,98,58,44,66.67,90.4,3,1,9.0,No,Yes
S0630,Hazel,Harris,15,Female,9,76.0,75,87,64,75.33,82.4,2,0,0.8,Yes,No
S0631,Adrian,Lewis,15,Male,9,82.7,59,60,57,58.67,80.9,1,0,18.8,No,No
S0632,Camila,Ortiz,15,Female,9,67.7,64,69,88,73.67,82.4,3,2,4.2,Yes,Yes
S0633,Jaxon,Parker,14,Male,8,72.6,68,63,45,58.67,81.6,1,1,14.9,Yes,Yes
S0634,Bella,Flores,18,Female,12,92.5,75,52,45,57.33,89.8,2,2,11.7,No,Yes
S0635,Ava,Cooper,14,Female,8,94.0,40,92,87,73.0,89.0,2,0,16.7,No,No
S0636,Chloe,Cook,12,Female,6,65.2,63,45,75,61.0,76.6,0,0,16.6,No,Yes
S0637,Adrian,Thomas,17,Male,11,83.4,96,91,49,78.67,75.6,2,3,4.5,No,No
S0638,Matthew,Peterson,13,Male,7,64.5,83,60,72,71.67,75.2,3,1,16.2,Yes,Yes
S0639,Logan,Sanchez,17,Male,11,87.0,99,62,50,70.33,63.9,1,0,3.0,No,No
S0640,Jayden,Walker,13,Male,7,88.0,60,90,63,71.0,87.4,1,1,5.0,No,No
S0641,Jackson,Ortiz,16,Male,10,68.6,88,59,71,72.67,70.5,2,0,4.7,Yes,No
S0642,Aiden,Gomez,14,Male,8,94.9,99,58,91,82.67,89.6,1,0,11.0,No,No
S0643,Samuel,Cruz,14,Male,8,85.2,43,50,55,49.33,89.9,2,2,9.1,No,Yes
S0644,Brooklyn,Rivera,18,Female,12,78.9,90,68,81,79.67,90.4,1,1,17.1,No,No
S0645,Eli,Torres,12,Male,6,85.0,51,50,92,64.33,66.3,1,1,13.3,Yes,Yes
S0646,John,Taylor,12,Male,6,82.2,50,52,92,64.67,82.7,4,0,4.4,No,Yes
S0647,Christopher,Baker,15,Male,9,88.7,48,66,52,55.33,86.6,1,4,0.2,Yes,Yes
S0648,Oliver,Ramos,16,Male,10,86.6,77,69,84,76.67,73.1,1,0,4.3,Yes,No
S0649,Adrian,Morris,16,Male,10,81.0,79,55,49,61.0,96.3,2,2,8.4,Yes,Yes
S0650,Elijah,Gomez,14,Male,8,73.4,100,47,93,80.0,87.8,0,0,9.8,No,No
S0651,Lillian,Carter,12,Female,6,88.9,53,81,48,60.67,72.9,2,1,11.7,No,No
S0652,James,Nelson,16,Male,10,98.7,89,84,46,73.0,71.7,1,0,19.3,Yes,No
S0653,Chloe,Rivera,14,Female,8,97.6,47,41,52,46.67,61.1,0,0,9.2,No,Yes
S0654,Oliver,Stewart,13,Male,7,75.3,62,75,62,66.33,92.4,1,1,17.9,No,Yes
S0655,Lillian,Bailey,15,Female,9,90.3,52,64,62,59.33,63.2,8,0,1.1,No,Yes
S0656,Claire,Robinson,15,Female,9,88.9,51,59,72,60.67,70.0,1,1,3.4,Yes,No
S0657,Savannah,Evans,17,Female,11,92.9,93,79,58,76.67,90.9,1,0,14.1,No,No
S0658,Mia,Lee,14,Female,8,71.4,40,74,66,60.0,90.8,1,0,11.5,Yes,Yes
S0659,Skylar,Jackson,17,Female,11,97.1,96,61,99,85.33,95.6,1,0,7.0,No,No
S0660,Violet,Edwards,17,Female,11,60.5,86,54,47,62.33,62.9,1,0,19.3,No,Yes
S0661,Addison,Hall,18,Female,12,78.3,57,80,51,62.67,74.5,1,0,14.6,No,Yes
S0662,Joseph,Ortiz,16,Male,10,79.6,63,51,44,52.67,73.3,4,0,4.6,Yes,Yes
S0663,Amelia,Ward,15,Female,9,83.2,100,40,74,71.33,91.8,3,0,17.7,No,No
S0664,David,Phillips,16,Male,10,89.7,81,73,87,80.33,76.2,2,0,14.9,No,No
S0665,Sofia,Ward,17,Female,11,88.0,43,87,59,63.0,73.7,1,4,15.7,No,Yes
S0666,Zoey,King,16,Female,10,74.5,70,49,64,61.0,81.1,5,1,17.4,No,Yes
S0667,Sebastian,White,17,Male,11,92.0,70,64,84,72.67,64.3,0,2,14.5,No,Yes
S0668,Theodore,Phillips,13,Male,7,91.5,61,56,62,59.67,89.3,4,1,13.4,Yes,Yes
S0669,Jack,Taylor,17,Male,11,84.2,82,96,54,77.33,86.2,0,1,8.7,Yes,No
S0670,Ellie,Hall,18,Female,12,95.4,63,59,85,69.0,95.5,4,0,2.7,Yes,Yes
S0671,Liam,Jackson,15,Male,9,78.2,47,98,65,70.0,74.5,0,2,15.9,Yes,Yes
S0672,Aubrey,Adams,15,Female,9,94.8,98,47,51,65.33,85.5,2,2,13.5,Yes,Yes
S0673,Nora,Wright,18,Female,12,66.8,63,62,72,65.67,95.1,2,0,19.4,No,Yes
S0674,Aiden,Howard,14,Male,8,88.0,81,67,73,73.67,77.8,0,1,19.3,Yes,No
S0675,Christian,Watson,17,Male,11,81.0,52,40,60,50.67,87.4,0,3,16.5,No,Yes
S0676,Madison,Torres,17,Female,11,88.3,61,80,84,75.0,84.8,2,0,19.2,Yes,No
S0677,Lincoln,Carter,18,Male,12,83.1,100,48,92,80.0,51.7,5,1,4.5,No,Yes
S0678,Leah,Reyes,18,Female,12,71.3,41,81,54,58.67,79.1,3,0,8.9,No,Yes
S0679,Mia,Richardson,18,Female,12,70.0,48,97,67,70.67,92.5,0,3,19.0,Yes,Yes
S0680,Victoria,Taylor,12,Female,6,72.3,66,91,48,68.33,84.2,2,0,7.9,No,Yes
S0681,Carter,Sanchez,16,Male,10,81.3,56,68,50,58.0,83.7,3,0,4.9,Yes,Yes
S0682,Natalie,Mitchell,18,Female,12,80.1,100,65,71,78.67,71.5,0,1,3.3,Yes,No
S0683,Abigail,Peterson,15,Female,9,96.1,43,41,52,45.33,66.4,4,2,11.6,Yes,Yes
S0684,Theodore,Walker,16,Male,10,81.8,72,87,53,70.67,86.6,1,1,7.7,Yes,No
S0685,Aria,Reyes,14,Female,8,84.1,93,80,59,77.33,67.4,2,1,1.6,No,No
S0686,Nolan,Nelson,14,Male,8,92.6,91,89,44,74.67,89.2,2,0,6.7,No,No
S0687,Noah,Hall,18,Male,12,86.6,73,66,93,77.33,89.7,1,3,15.2,Yes,No
S0688,Skylar,Morris,14,Female,8,76.8,42,96,98,78.67,95.3,2,1,4.8,Yes,No
S0689,Avery,Ramos,12,Female,6,84.6,51,66,73,63.33,87.0,1,4,14.2,Yes,Yes
S0690,Ethan,Wood,18,Male,12,92.3,43,74,76,64.33,81.8,1,0,19.4,Yes,No
S0691,Jaxon,Lewis,18,Male,12,67.7,65,97,50,70.67,84.1,3,1,15.7,No,Yes
S0692,Isabella,Garcia,16,Female,10,94.5,60,51,75,62.0,77.9,0,1,9.8,Yes,No
S0693,Samuel,Wilson,12,Male,6,81.1,88,82,87,85.67,83.1,0,0,18.4,Yes,No
S0694,Christian,Kelly,13,Male,7,81.7,73,54,50,59.0,93.6,2,1,14.6,Yes,No
S0695,Luke,Morris,12,Male,6,74.9,50,84,44,59.33,81.1,6,1,9.7,No,Yes
S0696,Jayden,Scott,18,Male,12,78.7,87,59,68,71.33,78.4,1,1,2.7,No,No
S0697,Chloe,Lee,16,Female,10,79.5,42,98,83,74.33,69.4,2,1,5.0,Yes,Yes
S0698,Aubrey,Nelson,13,Female,7,86.2,82,48,56,62.0,80.7,0,1,1.1,Yes,No
S0699,Abigail,Ward,12,Female,6,93.1,70,78,64,70.67,88.3,1,0,6.8,No,No
S0700,Hazel,Peterson,17,Female,11,76.8,68,98,64,76.67,71.9,3,0,15.3,No,Yes
S0701,Lillian,Chavez,12,Female,6,90.1,72,78,53,67.67,77.1,0,0,4.2,No,No
S0702,Charlotte,Harris,16,Female,10,80.4,62,76,86,74.67,91.7,1,0,15.7,Yes,No
S0703,Zoey,Torres,17,Female,11,86.0,77,64,43,61.33,70.7,0,0,7.5,Yes,No
S0704,Levi,Adams,16,Male,10,77.4,85,41,52,59.33,86.8,4,3,4.9,No,Yes
S0705,Eli,Perez,16,Male,10,84.9,61,98,50,69.67,75.7,1,0,1.6,No,No
S0706,Wyatt,King,17,Male,11,70.1,66,77,56,66.33,92.7,0,0,5.1,Yes,Yes
S0707,Emily,Anderson,15,Female,9,82.0,55,50,79,61.33,77.4,3,0,17.0,No,Yes
S0708,Emma,Nguyen,16,Female,10,85.2,79,76,70,75.0,82.6,5,1,15.8,Yes,No
S0709,Aubrey,Jones,16,Female,10,91.8,44,94,48,62.0,71.1,0,0,1.5,No,No
S0710,Jack,Rogers,14,Male,8,97.6,57,49,67,57.67,85.7,1,0,2.5,Yes,No
S0711,Eli,Phillips,18,Male,12,82.7,63,58,91,70.67,65.6,6,0,12.3,No,Yes
S0712,Daniel,Carter,18,Male,12,80.4,69,64,57,63.33,73.9,0,0,14.0,Yes,No
S0713,Sebastian,Morgan,13,Male,7,81.5,53,96,40,63.0,92.4,2,3,2.4,Yes,Yes
S0714,Jayden,Davis,15,Male,9,84.3,40,72,64,58.67,75.3,0,0,9.1,No,No
S0715,Lucas,Chavez,17,Male,11,96.0,74,68,41,61.0,74.0,5,2,12.8,No,Yes
S0716,John,Clark,12,Male,6,73.6,63,58,64,61.67,89.9,1,1,16.7,Yes,Yes
S0717,Grace,Cooper,13,Female,7,76.9,52,70,72,64.67,91.1,6,3,18.3,Yes,Yes
S0718,Oliver,Kelly,14,Male,8,90.2,76,47,84,69.0,86.2,2,3,5.7,Yes,Yes
S0719,Audrey,Evans,14,Female,8,82.9,54,51,94,66.33,85.0,2,3,3.2,Yes,Yes
S0720,Logan,Clark,12,Male,6,94.9,44,94,77,71.67,70.7,0,3,2.3,No,No
S0721,Grayson,Jackson,16,Male,10,90.1,96,61,74,77.0,94.3,1,1,9.7,No,No
S0722,Mia,Hill,13,Female,7,92.9,52,90,80,74.0,96.9,2,0,2.3,Yes,No
S0723,Emma,Morgan,17,Female,11,92.3,50,43,46,46.33,85.8,1,2,0.2,Yes,Yes
S0724,Joshua,Chavez,14,Male,8,85.7,52,42,47,47.0,92.9,1,3,17.1,No,Yes
S0725,Audrey,Miller,16,Female,10,99.5,56,76,85,72.33,78.2,5,0,18.9,No,No
S0726,James,Flores,18,Male,12,85.6,99,54,41,64.67,77.6,6,0,12.5,Yes,Yes
S0727,Eleanor,Wilson,14,Female,8,79.5,73,74,100,82.33,69.2,0,0,18.0,No,Yes
S0728,Henry,Lee,16,Male,10,76.7,40,74,73,62.33,95.2,0,1,4.4,Yes,Yes
S0729,Christopher,Miller,18,Male,12,87.1,71,41,50,54.0,81.0,2,1,5.6,Yes,No
S0730,Caleb,White,16,Male,10,76.2,44,96,42,60.67,70.8,3,0,14.1,No,Yes
S0731,Luna,Thomas,14,Female,8,81.4,69,71,68,69.33,58.0,2,0,19.5,No,Yes
S0732,Aaron,Stewart,16,Male,10,64.0,92,50,58,66.67,88.3,0,0,11.0,No,Yes
S0733,Natalie,Ramos,16,Female,10,90.2,94,65,89,82.67,92.2,1,1,10.6,Yes,No
S0734,Matthew,Cruz,18,Male,12,97.0,62,56,43,53.67,78.2,1,2,18.7,No,Yes
S0735,Mia,Miller,15,Female,9,74.0,71,90,76,79.0,84.1,0,1,5.2,Yes,No
S0736,Riley,Anderson,17,Female,11,78.0,85,45,50,60.0,75.6,1,0,18.9,Yes,Yes
S0737,Jaxon,Howard,13,Male,7,71.5,50,48,81,59.67,57.4,3,1,15.2,Yes,Yes
S0738,Owen,Jackson,14,Male,8,87.4,50,88,50,62.67,80.4,0,4,9.8,No,Yes
S0739,Lily,Moore,14,Female,8,82.9,49,61,98,69.33,63.6,3,0,10.3,Yes,Yes
S0740,Jack,Sanchez,12,Male,6,94.6,72,45,46,54.33,91.2,2,0,10.3,No,No
S0741,Luna,Lewis,16,Female,10,76.8,95,84,98,92.33,97.9,0,0,11.5,Yes,No
S0742,Carter,Scott,12,Male,6,88.6,68,93,81,80.67,87.0,2,0,11.8,No,No
S0743,Cameron,Gomez,18,Male,12,85.5,84,63,47,64.67,87.2,0,0,4.3,Yes,No
S0744,Luna,Morgan,17,Female,11,64.6,92,55,51,66.0,65.4,1,4,1.4,Yes,Yes
S0745,David,Mitchell,17,Male,11,91.3,70,80,100,83.33,91.1,0,1,15.5,No,No
S0746,Amelia,Harris,13,Female,7,74.4,82,91,79,84.0,94.3,1,1,9.5,Yes,No
S0747,Thomas,Davis,16,Male,10,55.6,72,54,56,60.67,70.5,2,1,9.5,No,Yes
S0748,Evelyn,Martin,18,Female,12,78.9,45,63,87,65.0,84.1,0,0,17.3,Yes,Yes
S0749,Eli,Martin,16,Male,10,96.0,91,40,43,58.0,92.0,2,0,17.7,Yes,No
S0750,Chloe,Parker,12,Female,6,79.3,90,74,95,86.33,63.7,0,1,12.3,Yes,Yes
S0751,Christopher,Williams,12,Male,6,86.1,53,85,40,59.33,74.2,2,0,4.4,Yes,No
S0752,Zoe,Robinson,16,Female,10,84.9,81,52,67,66.67,80.5,0,0,6.3,No,No
S0753,Grace,Wright,12,Female,6,95.1,91,70,59,73.33,87.2,2,1,1.9,Yes,No
S0754,John,Williams,15,Male,9,52.7,75,84,82,80.33,96.6,1,0,19.8,No,No
S0755,Audrey,Robinson,17,Female,11,71.3,78,71,68,72.33,63.9,3,0,0.6,Yes,Yes
S0756,Skylar,Parker,13,Female,7,97.4,100,77,51,76.0,73.3,4,1,3.5,Yes,No
S0757,Christopher,Ramos,17,Male,11,86.7,43,49,77,56.33,95.7,2,0,18.5,No,No
S0758,Nathan,Moore,16,Male,10,87.1,83,90,100,91.0,89.9,1,0,7.9,No,No
S0759,Claire,Stewart,17,Female,11,79.4,62,44,100,68.67,72.4,2,4,16.5,Yes,Yes
S0760,Scarlett,Ramirez,17,Female,11,86.1,59,93,85,79.0,73.3,0,0,1.8,No,No
S0761,Skylar,Brown,14,Female,8,88.6,90,63,64,72.33,62.3,4,0,8.7,No,Yes
S0762,Luna,Edwards,17,Female,11,90.3,50,51,93,64.67,58.6,4,3,9.3,No,Yes
S0763,Ethan,Johnson,13,Male,7,79.7,65,71,80,72.0,89.3,0,0,16.9,Yes,No
S0764,James,Ward,12,Male,6,97.4,100,85,99,94.67,74.7,1,1,6.4,No,No
S0765,Audrey,Baker,12,Female,6,86.7,60,56,53,56.33,74.3,0,1,17.7,No,No
S0766,Aiden,Garcia,16,Male,10,94.5,96,45,47,62.67,95.7,3,1,6.8,Yes,Yes
S0767,Hannah,Flores,18,Female,12,89.9,55,91,93,79.67,79.6,0,1,9.3,Yes,No
S0768,Ellie,Garcia,17,Female,11,87.1,96,73,83,84.0,69.1,0,1,5.0,No,No
S0769,Harper,Bailey,18,Female,12,89.9,99,79,78,85.33,82.8,1,1,2.0,No,No
S0770,Noah,Ramos,12,Male,6,60.2,52,44,60,52.0,72.3,0,1,4.7,No,Yes
S0771,Dylan,Hall,12,Male,6,90.4,61,48,97,68.67,91.1,6,0,15.3,Yes,Yes
S0772,Eli,Rogers,13,Male,7,93.3,78,77,74,76.33,67.1,1,1,11.1,No,No
S0773,Daniel,Jones,12,Male,6,74.8,83,78,43,68.0,91.8,0,0,14.1,Yes,Yes
S0774,Wyatt,Stewart,17,Male,11,94.7,57,47,52,52.0,82.9,0,1,2.1,Yes,No
S0775,Wyatt,Thomas,14,Male,8,87.2,64,51,74,63.0,88.3,5,1,6.5,No,Yes
S0776,Elizabeth,Martin,16,Female,10,78.9,62,96,50,69.33,81.1,1,0,18.1,Yes,Yes
S0777,Jackson,Nelson,13,Male,7,98.0,45,72,59,58.67,96.3,2,0,6.8,No,No
S0778,Gabriel,Parker,14,Male,8,80.5,60,64,50,58.0,76.4,0,1,1.2,Yes,No
S0779,Hazel,Wright,15,Female,9,87.2,67,68,94,76.33,80.0,4,0,12.2,No,No
S0780,Aaron,Lewis,15,Male,9,82.9,47,48,81,58.67,77.4,4,1,2.3,Yes,Yes
S0781,Noah,Gomez,16,Male,10,90.5,60,45,42,49.0,80.3,1,0,1.4,Yes,No
S0782,Christopher,Johnson,16,Male,10,77.3,79,45,91,71.67,85.2,2,0,11.9,Yes,No
S0783,Eleanor,Torres,17,Female,11,82.4,88,67,68,74.33,52.3,3,1,10.1,Yes,Yes
S0784,Luna,Reed,18,Female,12,85.9,74,83,98,85.0,65.7,3,0,6.4,No,Yes
S0785,Cameron,Brooks,12,Male,6,73.1,46,81,83,70.0,84.5,2,1,8.9,No,No
S0786,Stella,Gomez,18,Female,12,90.7,42,62,99,67.67,74.6,3,0,16.7,No,Yes
S0787,Isabella,Thomas,18,Female,12,94.7,91,62,64,72.33,90.6,2,3,3.3,Yes,No
S0788,Oliver,Martinez,16,Male,10,89.6,71,96,49,72.0,84.7,1,0,19.0,No,No
S0789,Olivia,Morgan,14,Female,8,93.8,93,61,58,70.67,91.0,2,4,0.9,No,No
S0790,Madison,Perez,12,Female,6,87.1,91,57,93,80.33,96.0,1,0,13.5,Yes,No
S0791,Luna,Perez,12,Female,6,81.1,53,69,58,60.0,90.3,1,1,1.2,Yes,No
S0792,Anthony,Carter,16,Male,10,70.4,66,61,75,67.33,60.0,2,2,18.4,Yes,Yes
S0793,Lucy,Kim,16,Female,10,71.6,94,85,92,90.33,76.6,5,1,14.9,No,Yes
S0794,Andrew,Collins,12,Male,6,79.9,67,77,71,71.67,82.2,4,0,19.1,No,Yes
S0795,Skylar,Watson,18,Female,12,94.3,93,91,72,85.33,89.1,2,0,3.1,Yes,No
S0796,Matthew,Smith,17,Male,11,92.6,64,77,40,60.33,86.2,2,1,3.0,Yes,No
